id,House,Hogsmeade_Visits,House_Allies,Curse_Mark,Owl_Posts,Quidditch_Attendance,Boggart_Fear,Time_in_Chamber,Corruption
13743,Gryffindor,5.0,9.0,False,5.0,4.0,No,0.0,Vulnerable
13744,Slytherin,,,True,3.0,1.0,Yes,,Vulnerable
13745,Slytherin,2.0,4.0,True,2.0,,Yes,4.0,Vulnerable
13746,Ravenclaw,8.0,6.0,False,4.0,5.0,No,1.0,Safe
13747,Gryffindor,,5.0,,5.0,5.0,,2.0,Safe
13748,Gryffindor,10.0,10.0,False,4.0,4.0,No,2.0,Safe
13749,Ravenclaw,5.0,14.0,False,8.0,6.0,No,1.0,Safe
13750,Slytherin,3.0,5.0,True,3.0,1.0,Yes,9.0,Vulnerable
13751,Ravenclaw,9.0,15.0,False,7.0,,No,0.0,Safe
13752,Gryffindor,8.0,12.0,False,6.0,5.0,No,0.0,Safe
13753,Gryffindor,6.0,5.0,,9.0,3.0,No,2.0,Safe
13754,Slytherin,9.0,13.0,,,5.0,No,2.0,Safe
13755,Slytherin,1.0,1.0,True,,,Yes,10.0,Vulnerable
13756,Ravenclaw,8.0,12.0,,4.0,6.0,No,1.0,Safe
13757,Slytherin,,,False,5.0,,No,3.0,Vulnerable
13758,Slytherin,5.0,,False,9.0,7.0,No,2.0,Safe
13759,Slytherin,0.0,4.0,True,,,,10.0,Vulnerable
13760,Gryffindor,4.0,10.0,,4.0,7.0,No,1.0,Safe
13761,Slytherin,,,,1.0,2.0,Yes,10.0,Vulnerable
13762,Gryffindor,,,False,4.0,6.0,No,2.0,Vulnerable
13763,Slytherin,10.0,10.0,False,5.0,3.0,No,0.0,Safe
13764,Slytherin,5.0,,False,,5.0,No,2.0,Vulnerable
13765,Hufflepuff,8.0,10.0,,4.0,,No,0.0,Safe
13766,Gryffindor,9.0,12.0,False,,3.0,No,,Safe
13767,Hufflepuff,6.0,11.0,,5.0,,No,0.0,Safe
13768,Slytherin,6.0,7.0,,9.0,7.0,No,,Safe
13769,Slytherin,1.0,4.0,,0.0,2.0,Yes,9.0,Vulnerable
13770,Hufflepuff,7.0,10.0,,9.0,7.0,No,3.0,Safe
13771,Gryffindor,1.0,3.0,True,3.0,1.0,Yes,10.0,Vulnerable
13772,Hufflepuff,7.0,7.0,False,8.0,6.0,No,3.0,Safe
13773,Slytherin,0.0,4.0,True,2.0,2.0,,8.0,Vulnerable
13774,Slytherin,,4.0,True,,0.0,Yes,,Vulnerable
13775,Gryffindor,9.0,8.0,,8.0,7.0,No,0.0,Safe
13776,Slytherin,,1.0,,0.0,,Yes,,Vulnerable
13777,Ravenclaw,7.0,8.0,False,9.0,4.0,No,0.0,Safe
13778,Slytherin,4.0,10.0,False,9.0,5.0,No,0.0,Safe
13779,Gryffindor,6.0,10.0,,4.0,4.0,No,,Safe
13780,Slytherin,,8.0,False,8.0,7.0,No,3.0,Safe
13781,Gryffindor,10.0,14.0,False,8.0,4.0,No,,Safe
13782,Slytherin,2.0,3.0,,0.0,0.0,Yes,,Vulnerable
13783,Hufflepuff,9.0,13.0,False,7.0,7.0,No,3.0,Safe
13784,Hufflepuff,8.0,10.0,,5.0,6.0,No,2.0,Safe
13785,Slytherin,9.0,11.0,False,4.0,4.0,No,0.0,Safe
13786,Slytherin,9.0,13.0,,7.0,4.0,No,2.0,Safe
13787,Ravenclaw,6.0,15.0,False,3.0,4.0,No,5.0,Safe
13788,Slytherin,6.0,12.0,False,,3.0,No,0.0,Safe
13789,Slytherin,5.0,8.0,,9.0,6.0,No,,Safe
13790,Slytherin,,,True,2.0,,Yes,6.0,Vulnerable
13791,Gryffindor,5.0,14.0,False,4.0,6.0,No,3.0,Safe
13792,Slytherin,6.0,10.0,,3.0,4.0,No,,Vulnerable
13793,Ravenclaw,6.0,15.0,False,3.0,3.0,,,Safe
13794,Slytherin,,1.0,True,3.0,,Yes,7.0,Vulnerable
13795,Slytherin,,3.0,True,,0.0,Yes,4.0,Vulnerable
13796,Slytherin,6.0,14.0,False,4.0,6.0,No,1.0,Safe
13797,Slytherin,5.0,13.0,False,,7.0,No,2.0,Safe
13798,Slytherin,7.0,,False,,4.0,No,0.0,Safe
13799,Hufflepuff,2.0,5.0,True,0.0,,Yes,5.0,Safe
13800,Ravenclaw,7.0,10.0,False,8.0,7.0,No,1.0,Safe
13801,Hufflepuff,3.0,4.0,True,2.0,3.0,Yes,7.0,Vulnerable
13802,Slytherin,6.0,,,10.0,4.0,No,0.0,Safe
13803,Gryffindor,8.0,11.0,False,3.0,4.0,No,3.0,Safe
13804,Slytherin,6.0,8.0,,,3.0,No,0.0,Safe
13805,Gryffindor,4.0,7.0,False,,3.0,,3.0,Vulnerable
13806,Slytherin,7.0,10.0,False,4.0,7.0,No,3.0,Safe
13807,Ravenclaw,8.0,,False,4.0,,No,0.0,Safe
13808,Slytherin,9.0,15.0,False,9.0,6.0,No,0.0,Safe
13809,Gryffindor,5.0,13.0,False,8.0,6.0,No,1.0,Safe
13810,Slytherin,9.0,12.0,False,5.0,,No,0.0,Safe
13811,Slytherin,3.0,,,1.0,1.0,,,Vulnerable
13812,Slytherin,8.0,,False,8.0,3.0,No,,Safe
13813,Slytherin,5.0,15.0,,6.0,6.0,No,3.0,Safe
13814,Ravenclaw,4.0,6.0,,,,No,2.0,Safe
13815,Gryffindor,6.0,,,,6.0,No,3.0,Vulnerable
13816,Ravenclaw,5.0,,False,7.0,6.0,No,,Vulnerable
13817,Slytherin,5.0,14.0,False,8.0,5.0,No,0.0,Safe
13818,Slytherin,,1.0,True,0.0,0.0,Yes,,Vulnerable
13819,Ravenclaw,5.0,12.0,,6.0,,No,1.0,Safe
13820,Hufflepuff,4.0,14.0,,10.0,4.0,No,3.0,Safe
13821,Gryffindor,1.0,,True,,1.0,Yes,,Vulnerable
13822,Gryffindor,9.0,14.0,False,8.0,5.0,No,2.0,Safe
13823,Slytherin,9.0,14.0,,5.0,4.0,No,1.0,Safe
13824,Ravenclaw,6.0,14.0,False,5.0,4.0,No,,Vulnerable
13825,Gryffindor,4.0,8.0,,6.0,7.0,No,2.0,Safe
13826,Ravenclaw,3.0,,,1.0,2.0,Yes,11.0,Vulnerable
13827,Slytherin,2.0,,True,0.0,1.0,,8.0,Vulnerable
13828,Hufflepuff,,8.0,False,9.0,7.0,No,0.0,Safe
13829,Hufflepuff,9.0,15.0,False,7.0,6.0,No,3.0,Safe
13830,Gryffindor,9.0,14.0,False,,3.0,No,0.0,Safe
13831,Gryffindor,4.0,14.0,,8.0,5.0,No,3.0,Safe
13832,Ravenclaw,5.0,4.0,False,4.0,4.0,No,1.0,Safe
13833,Hufflepuff,5.0,9.0,False,8.0,4.0,No,1.0,Safe
13834,Ravenclaw,6.0,7.0,False,7.0,6.0,No,,Safe
13835,Hufflepuff,4.0,14.0,False,6.0,4.0,,0.0,Safe
13836,Ravenclaw,7.0,,,9.0,6.0,No,4.0,Safe
13837,Slytherin,5.0,11.0,False,6.0,6.0,No,2.0,Safe
13838,Gryffindor,0.0,2.0,True,2.0,,,8.0,Vulnerable
13839,Slytherin,7.0,11.0,False,8.0,7.0,No,1.0,Safe
13840,Slytherin,,13.0,False,4.0,4.0,No,3.0,Safe
13841,Ravenclaw,6.0,,,7.0,5.0,No,0.0,Safe
13842,Slytherin,,15.0,False,,4.0,No,,Safe
13843,Slytherin,7.0,6.0,False,6.0,3.0,No,2.0,Safe
13844,Ravenclaw,6.0,,,7.0,5.0,No,1.0,Safe
13845,Gryffindor,3.0,2.0,True,,,,11.0,Vulnerable
13846,Ravenclaw,6.0,5.0,False,10.0,5.0,No,2.0,Safe
13847,Ravenclaw,9.0,14.0,False,6.0,5.0,No,,Safe
13848,Hufflepuff,9.0,5.0,,4.0,6.0,No,1.0,Safe
13849,Ravenclaw,0.0,5.0,,0.0,0.0,Yes,,Vulnerable
13850,Slytherin,8.0,10.0,False,9.0,4.0,No,2.0,Safe
13851,Ravenclaw,8.0,15.0,False,4.0,3.0,No,4.0,Safe
13852,Slytherin,,,True,2.0,2.0,,10.0,Vulnerable
13853,Slytherin,0.0,,True,2.0,3.0,Yes,4.0,Vulnerable
13854,Hufflepuff,4.0,6.0,,8.0,3.0,No,0.0,Safe
13855,Hufflepuff,5.0,8.0,,6.0,7.0,No,4.0,Safe
13856,Slytherin,3.0,14.0,False,7.0,4.0,No,2.0,Safe
13857,Slytherin,,11.0,False,5.0,6.0,No,0.0,Safe
13858,Gryffindor,4.0,14.0,,3.0,6.0,No,0.0,Safe
13859,Slytherin,1.0,5.0,True,3.0,2.0,No,7.0,Vulnerable
13860,Slytherin,4.0,11.0,,4.0,4.0,No,1.0,Safe
13861,Slytherin,6.0,6.0,False,5.0,6.0,No,1.0,Safe
13862,Ravenclaw,4.0,10.0,,5.0,4.0,No,0.0,Safe
13863,Hufflepuff,5.0,13.0,False,4.0,7.0,No,0.0,Safe
13864,Gryffindor,6.0,,False,7.0,5.0,No,2.0,Safe
13865,Hufflepuff,0.0,,True,,,Yes,,Vulnerable
13866,Slytherin,,3.0,True,1.0,3.0,Yes,9.0,Vulnerable
13867,Hufflepuff,0.0,3.0,True,2.0,0.0,Yes,10.0,Vulnerable
13868,Ravenclaw,,14.0,,4.0,5.0,No,0.0,Safe
13869,Slytherin,,2.0,,2.0,2.0,Yes,6.0,Vulnerable
13870,Ravenclaw,4.0,13.0,,9.0,3.0,No,3.0,Safe
13871,Slytherin,,10.0,False,9.0,3.0,No,2.0,Safe
13872,Slytherin,10.0,12.0,,3.0,4.0,No,,Safe
13873,Hufflepuff,8.0,7.0,False,8.0,4.0,No,0.0,Safe
13874,Slytherin,0.0,,,2.0,0.0,,10.0,Vulnerable
13875,Slytherin,,0.0,True,1.0,,Yes,,Vulnerable
13876,Hufflepuff,1.0,,True,,,Yes,4.0,Vulnerable
13877,Gryffindor,9.0,15.0,False,6.0,3.0,No,0.0,Safe
13878,Slytherin,10.0,12.0,False,4.0,5.0,No,1.0,Safe
13879,Hufflepuff,,2.0,,2.0,,Yes,1.0,Vulnerable
13880,Hufflepuff,,,False,6.0,6.0,No,2.0,Vulnerable
13881,Slytherin,4.0,,False,7.0,5.0,No,1.0,Safe
13882,Slytherin,,1.0,True,,1.0,Yes,8.0,Vulnerable
13883,Slytherin,5.0,,False,7.0,4.0,No,4.0,Vulnerable
13884,Slytherin,7.0,8.0,False,3.0,6.0,No,,Safe
13885,Gryffindor,1.0,,True,1.0,2.0,Yes,4.0,Vulnerable
13886,Slytherin,,,False,,1.0,No,5.0,Vulnerable
13887,Slytherin,9.0,12.0,False,7.0,7.0,No,2.0,Safe
13888,Hufflepuff,5.0,4.0,,3.0,6.0,No,1.0,Safe
13889,Hufflepuff,9.0,11.0,False,9.0,5.0,No,3.0,Safe
13890,Hufflepuff,10.0,13.0,False,4.0,4.0,No,3.0,Safe
13891,Hufflepuff,6.0,8.0,,,7.0,No,1.0,Safe
13892,Slytherin,8.0,12.0,,,,No,3.0,Safe
13893,Slytherin,6.0,5.0,False,7.0,6.0,No,,Safe
13894,Slytherin,3.0,,True,0.0,,Yes,,Vulnerable
13895,Gryffindor,8.0,14.0,,8.0,6.0,,1.0,Safe
13896,Gryffindor,6.0,8.0,,7.0,6.0,No,4.0,Safe
13897,Hufflepuff,3.0,2.0,True,0.0,1.0,Yes,6.0,Safe
13898,Slytherin,2.0,2.0,True,0.0,2.0,,,Vulnerable
13899,Ravenclaw,9.0,10.0,,3.0,6.0,No,0.0,Safe
13900,Slytherin,7.0,15.0,False,4.0,7.0,No,,Safe
13901,Gryffindor,,,False,,7.0,No,1.0,Safe
13902,Gryffindor,6.0,9.0,False,3.0,3.0,No,0.0,Safe
13903,Ravenclaw,7.0,,False,9.0,3.0,No,3.0,Safe
13904,Slytherin,2.0,,True,2.0,2.0,Yes,10.0,Vulnerable
13905,Slytherin,6.0,13.0,False,3.0,4.0,,2.0,Safe
13906,Slytherin,7.0,6.0,False,7.0,3.0,No,,Safe
13907,Slytherin,5.0,7.0,,8.0,3.0,No,1.0,Safe
13908,Gryffindor,8.0,14.0,,8.0,7.0,No,3.0,Safe
13909,Hufflepuff,9.0,13.0,False,,5.0,No,3.0,Safe
13910,Slytherin,3.0,3.0,True,1.0,,,10.0,Vulnerable
13911,Gryffindor,,0.0,True,0.0,,Yes,5.0,Vulnerable
13912,Slytherin,5.0,3.0,False,3.0,3.0,No,,Safe
13913,Hufflepuff,3.0,11.0,,4.0,3.0,No,3.0,Safe
13914,Slytherin,,6.0,False,,,No,2.0,Vulnerable
13915,Ravenclaw,3.0,,True,1.0,,Yes,9.0,Vulnerable
13916,Ravenclaw,4.0,15.0,False,7.0,4.0,No,2.0,Safe
13917,Slytherin,9.0,7.0,False,3.0,7.0,No,3.0,Safe
13918,Gryffindor,1.0,1.0,,,0.0,Yes,11.0,Vulnerable
13919,Ravenclaw,,8.0,False,8.0,6.0,No,3.0,Safe
13920,Ravenclaw,6.0,15.0,False,3.0,6.0,No,1.0,Safe
13921,Ravenclaw,4.0,6.0,False,8.0,3.0,No,1.0,Safe
13922,Slytherin,0.0,3.0,True,0.0,,Yes,5.0,Vulnerable
13923,Gryffindor,6.0,7.0,False,5.0,5.0,No,2.0,Vulnerable
13924,Slytherin,8.0,7.0,False,4.0,,No,,Vulnerable
13925,Slytherin,6.0,6.0,False,4.0,3.0,No,3.0,Vulnerable
13926,Hufflepuff,7.0,6.0,False,7.0,3.0,No,1.0,Safe
13927,Slytherin,5.0,4.0,False,6.0,6.0,No,,Vulnerable
13928,Slytherin,10.0,8.0,,3.0,5.0,No,3.0,Safe
13929,Ravenclaw,6.0,13.0,False,7.0,5.0,No,0.0,Safe
13930,Gryffindor,4.0,11.0,,3.0,6.0,No,,Safe
13931,Hufflepuff,,12.0,False,,4.0,No,,Vulnerable
13932,Hufflepuff,4.0,9.0,False,9.0,3.0,No,2.0,Safe
13933,Slytherin,7.0,7.0,,6.0,3.0,No,,Vulnerable
13934,Slytherin,,7.0,False,8.0,4.0,No,3.0,Vulnerable
13935,Ravenclaw,5.0,14.0,False,8.0,7.0,No,,Safe
13936,Gryffindor,4.0,10.0,False,6.0,4.0,,0.0,Safe
13937,Hufflepuff,9.0,6.0,False,9.0,3.0,No,1.0,Safe
13938,Slytherin,8.0,9.0,False,6.0,3.0,No,4.0,Safe
13939,Slytherin,2.0,1.0,,2.0,2.0,Yes,7.0,Vulnerable
13940,Gryffindor,4.0,12.0,,3.0,4.0,No,1.0,Safe
13941,Slytherin,,1.0,,,3.0,Yes,4.0,Vulnerable
13942,Slytherin,2.0,0.0,,3.0,0.0,Yes,5.0,Vulnerable
13943,Hufflepuff,5.0,5.0,False,3.0,6.0,No,2.0,Safe
13944,Gryffindor,8.0,4.0,,6.0,6.0,No,0.0,Safe
13945,Slytherin,9.0,14.0,,9.0,7.0,No,2.0,Safe
13946,Slytherin,7.0,14.0,False,5.0,7.0,,2.0,Safe
13947,Ravenclaw,2.0,2.0,True,1.0,,Yes,4.0,Vulnerable
13948,Slytherin,3.0,10.0,,7.0,4.0,No,,Safe
13949,Gryffindor,7.0,15.0,False,8.0,4.0,No,3.0,Safe
13950,Hufflepuff,1.0,4.0,True,1.0,2.0,Yes,3.0,Safe
13951,Gryffindor,5.0,14.0,,4.0,7.0,No,3.0,Safe
13952,Hufflepuff,1.0,2.0,True,3.0,2.0,Yes,,Vulnerable
13953,Slytherin,0.0,,True,1.0,0.0,Yes,,Vulnerable
13954,Slytherin,5.0,10.0,,8.0,7.0,No,0.0,Safe
13955,Slytherin,8.0,14.0,False,8.0,3.0,No,0.0,Safe
13956,Slytherin,7.0,7.0,False,8.0,5.0,,0.0,Safe
13957,Gryffindor,8.0,7.0,False,6.0,3.0,No,2.0,Safe
13958,Slytherin,3.0,5.0,,1.0,,Yes,9.0,Vulnerable
13959,Hufflepuff,4.0,14.0,False,3.0,6.0,No,4.0,Safe
13960,Slytherin,,4.0,,2.0,0.0,Yes,,Vulnerable
13961,Ravenclaw,8.0,15.0,,,3.0,No,3.0,Safe
13962,Gryffindor,9.0,,,5.0,,No,1.0,Safe
13963,Gryffindor,10.0,11.0,False,10.0,7.0,No,,Safe
13964,Slytherin,8.0,14.0,False,6.0,6.0,No,1.0,Safe
13965,Hufflepuff,9.0,11.0,False,6.0,4.0,No,,Safe
13966,Gryffindor,6.0,6.0,False,,3.0,No,2.0,Safe
13967,Gryffindor,4.0,11.0,False,10.0,4.0,No,1.0,Safe
13968,Ravenclaw,8.0,8.0,False,9.0,4.0,No,1.0,Safe
13969,Hufflepuff,2.0,2.0,,0.0,3.0,Yes,10.0,Vulnerable
13970,Hufflepuff,5.0,6.0,,7.0,6.0,No,,Safe
13971,Hufflepuff,8.0,10.0,False,6.0,4.0,,2.0,Safe
13972,Hufflepuff,4.0,14.0,,8.0,,No,0.0,Safe
13973,Slytherin,4.0,11.0,False,7.0,,No,1.0,Safe
13974,Ravenclaw,5.0,,False,6.0,7.0,No,1.0,Safe
13975,Slytherin,8.0,15.0,False,4.0,6.0,No,1.0,Safe
13976,Hufflepuff,,9.0,False,3.0,,No,0.0,Safe
13977,Slytherin,2.0,2.0,True,0.0,0.0,,10.0,Vulnerable
13978,Ravenclaw,7.0,14.0,False,8.0,4.0,No,3.0,Safe
13979,Gryffindor,4.0,5.0,False,1.0,3.0,,0.0,Safe
13980,Slytherin,,2.0,True,2.0,0.0,Yes,,Vulnerable
13981,Slytherin,3.0,2.0,True,1.0,0.0,Yes,4.0,Vulnerable
13982,Hufflepuff,7.0,8.0,,9.0,4.0,No,,Safe
13983,Slytherin,,3.0,True,1.0,2.0,Yes,9.0,Vulnerable
13984,Gryffindor,7.0,14.0,False,9.0,7.0,No,0.0,Safe
13985,Ravenclaw,9.0,13.0,,8.0,6.0,No,4.0,Safe
13986,Gryffindor,1.0,,True,3.0,0.0,Yes,4.0,Vulnerable
13987,Gryffindor,3.0,4.0,False,7.0,7.0,No,1.0,Safe
13988,Slytherin,9.0,12.0,,9.0,3.0,No,0.0,Safe
13989,Slytherin,,0.0,True,,2.0,Yes,9.0,Vulnerable
13990,Ravenclaw,5.0,11.0,False,9.0,5.0,No,2.0,Safe
13991,Gryffindor,8.0,15.0,False,8.0,5.0,No,,Safe
13992,Slytherin,8.0,11.0,False,5.0,7.0,No,1.0,Safe
13993,Slytherin,2.0,,True,1.0,2.0,Yes,5.0,Vulnerable
13994,Ravenclaw,0.0,1.0,False,,2.0,No,,Safe
13995,Gryffindor,5.0,13.0,False,7.0,,,2.0,Safe
13996,Gryffindor,10.0,6.0,False,4.0,7.0,No,0.0,Safe
13997,Slytherin,5.0,11.0,,,6.0,No,0.0,Safe
13998,Slytherin,,1.0,True,3.0,,Yes,,Vulnerable
13999,Gryffindor,9.0,10.0,,9.0,6.0,No,3.0,Safe
14000,Hufflepuff,,8.0,False,7.0,6.0,No,2.0,Safe
14001,Gryffindor,4.0,8.0,False,4.0,6.0,No,1.0,Safe
14002,Ravenclaw,9.0,15.0,False,8.0,4.0,No,1.0,Safe
14003,Ravenclaw,3.0,,False,4.0,5.0,No,1.0,Safe
14004,Slytherin,8.0,8.0,False,6.0,3.0,No,,Safe
14005,Slytherin,8.0,11.0,False,,4.0,,2.0,Safe
14006,Gryffindor,8.0,9.0,,9.0,4.0,No,2.0,Safe
14007,Hufflepuff,8.0,13.0,,3.0,7.0,No,2.0,Safe
14008,Gryffindor,9.0,5.0,,6.0,7.0,No,2.0,Safe
14009,Hufflepuff,5.0,10.0,,7.0,4.0,No,1.0,Safe
14010,Gryffindor,0.0,2.0,,,2.0,Yes,11.0,Vulnerable
14011,Slytherin,8.0,9.0,False,7.0,7.0,No,1.0,Safe
14012,Ravenclaw,5.0,15.0,False,7.0,7.0,No,3.0,Safe
14013,Hufflepuff,4.0,11.0,False,,5.0,No,1.0,Safe
14014,Hufflepuff,5.0,,False,3.0,4.0,No,4.0,Vulnerable
14015,Ravenclaw,7.0,,False,4.0,5.0,No,,Vulnerable
14016,Ravenclaw,4.0,,,5.0,4.0,No,0.0,Vulnerable
14017,Ravenclaw,2.0,,,,0.0,Yes,,Vulnerable
14018,Gryffindor,7.0,14.0,False,3.0,4.0,No,4.0,Safe
14019,Hufflepuff,2.0,2.0,True,1.0,1.0,Yes,7.0,Vulnerable
14020,Slytherin,3.0,4.0,,5.0,1.0,Yes,8.0,Vulnerable
14021,Ravenclaw,8.0,8.0,False,7.0,6.0,No,1.0,Safe
14022,Hufflepuff,5.0,,False,8.0,5.0,No,2.0,Safe
14023,Gryffindor,8.0,9.0,,4.0,4.0,No,1.0,Safe
14024,Ravenclaw,,3.0,True,1.0,0.0,Yes,6.0,Vulnerable
14025,Slytherin,3.0,1.0,,0.0,,Yes,6.0,Vulnerable
14026,Hufflepuff,1.0,3.0,,,,Yes,7.0,Vulnerable
14027,Slytherin,3.0,,True,,3.0,Yes,4.0,Vulnerable
14028,Ravenclaw,4.0,13.0,False,5.0,4.0,No,0.0,Safe
14029,Gryffindor,4.0,11.0,False,8.0,,No,2.0,Safe
14030,Gryffindor,10.0,6.0,False,9.0,3.0,No,2.0,Safe
14031,Hufflepuff,9.0,5.0,False,4.0,7.0,No,2.0,Safe
14032,Ravenclaw,6.0,12.0,,6.0,7.0,No,0.0,Safe
14033,Gryffindor,5.0,5.0,,7.0,7.0,No,1.0,Safe
14034,Slytherin,3.0,6.0,True,2.0,1.0,Yes,7.0,Vulnerable
14035,Hufflepuff,,5.0,,,7.0,No,4.0,Safe
14036,Slytherin,8.0,7.0,,,4.0,No,1.0,Safe
14037,Slytherin,2.0,1.0,True,1.0,3.0,Yes,,Vulnerable
14038,Gryffindor,,1.0,,,3.0,Yes,5.0,Vulnerable
14039,Gryffindor,9.0,11.0,False,5.0,4.0,No,2.0,Safe
14040,Hufflepuff,5.0,8.0,,8.0,5.0,No,0.0,Safe
14041,Hufflepuff,,14.0,False,10.0,3.0,No,3.0,Safe
14042,Slytherin,0.0,5.0,,1.0,,Yes,5.0,Vulnerable
14043,Slytherin,3.0,2.0,,0.0,1.0,Yes,10.0,Vulnerable
14044,Gryffindor,6.0,,False,6.0,,No,0.0,Safe
14045,Ravenclaw,9.0,9.0,False,9.0,7.0,No,1.0,Safe
14046,Slytherin,,,True,0.0,1.0,Yes,8.0,Vulnerable
14047,Ravenclaw,0.0,2.0,,0.0,1.0,Yes,,Vulnerable
14048,Hufflepuff,,14.0,,6.0,4.0,No,2.0,Safe
14049,Slytherin,0.0,3.0,,,0.0,Yes,,Vulnerable
14050,Slytherin,3.0,8.0,,0.0,0.0,Yes,9.0,Vulnerable
14051,Gryffindor,,2.0,True,,,Yes,6.0,Vulnerable
14052,Gryffindor,5.0,14.0,False,9.0,6.0,No,,Safe
14053,Hufflepuff,6.0,8.0,False,3.0,5.0,No,0.0,Safe
14054,Ravenclaw,2.0,,,,1.0,Yes,,Vulnerable
14055,Hufflepuff,2.0,3.0,True,3.0,2.0,Yes,10.0,Vulnerable
14056,Gryffindor,9.0,6.0,False,5.0,6.0,,0.0,Safe
14057,Slytherin,8.0,14.0,,4.0,4.0,No,1.0,Safe
14058,Hufflepuff,0.0,5.0,True,0.0,0.0,,6.0,Vulnerable
14059,Slytherin,2.0,1.0,,,2.0,Yes,8.0,Vulnerable
14060,Gryffindor,5.0,5.0,False,,5.0,No,0.0,Safe
14061,Slytherin,7.0,,False,3.0,6.0,No,,Safe
14062,Slytherin,,9.0,,9.0,,,3.0,Vulnerable
14063,Slytherin,9.0,10.0,False,4.0,7.0,No,0.0,Safe
14064,Ravenclaw,5.0,10.0,False,4.0,5.0,No,0.0,Safe
14065,Ravenclaw,6.0,13.0,False,3.0,5.0,No,,Safe
14066,Gryffindor,,10.0,False,6.0,6.0,No,1.0,Safe
14067,Ravenclaw,2.0,,True,,,Yes,4.0,Vulnerable
14068,Slytherin,3.0,5.0,True,,,Yes,7.0,Vulnerable
14069,Slytherin,3.0,,,2.0,2.0,Yes,5.0,Vulnerable
14070,Slytherin,6.0,6.0,,10.0,4.0,No,3.0,Safe
14071,Slytherin,9.0,5.0,,9.0,,No,2.0,Safe
14072,Hufflepuff,4.0,12.0,False,10.0,6.0,No,2.0,Safe
14073,Gryffindor,8.0,9.0,,8.0,4.0,No,1.0,Safe
14074,Slytherin,3.0,3.0,True,,0.0,Yes,8.0,Vulnerable
14075,Ravenclaw,7.0,6.0,False,3.0,,No,3.0,Vulnerable
14076,Slytherin,8.0,13.0,False,,,No,2.0,Safe
14077,Gryffindor,5.0,13.0,False,,5.0,No,0.0,Safe
14078,Hufflepuff,3.0,2.0,,0.0,2.0,Yes,8.0,Vulnerable
14079,Slytherin,6.0,10.0,False,,5.0,No,,Vulnerable
14080,Ravenclaw,8.0,13.0,,9.0,3.0,No,3.0,Safe
14081,Gryffindor,5.0,11.0,False,,5.0,No,1.0,Safe
14082,Hufflepuff,,7.0,False,5.0,4.0,No,0.0,Vulnerable
14083,Gryffindor,,7.0,False,8.0,4.0,,0.0,Vulnerable
14084,Ravenclaw,7.0,4.0,False,3.0,6.0,No,2.0,Safe
14085,Ravenclaw,6.0,9.0,False,6.0,7.0,No,4.0,Safe
14086,Gryffindor,6.0,7.0,False,4.0,,No,3.0,Safe
14087,Hufflepuff,7.0,13.0,False,7.0,5.0,No,5.0,Safe
14088,Slytherin,6.0,9.0,False,4.0,7.0,No,2.0,Safe
14089,Slytherin,9.0,,False,6.0,5.0,No,2.0,Safe
14090,Slytherin,6.0,9.0,,8.0,3.0,No,,Safe
14091,Hufflepuff,,,True,1.0,2.0,Yes,8.0,Vulnerable
14092,Ravenclaw,9.0,8.0,False,7.0,6.0,No,3.0,Safe
14093,Ravenclaw,5.0,5.0,False,4.0,7.0,No,2.0,Safe
14094,Hufflepuff,6.0,14.0,False,8.0,4.0,No,3.0,Safe
14095,Slytherin,1.0,5.0,True,1.0,3.0,Yes,7.0,Vulnerable
14096,Ravenclaw,9.0,10.0,False,6.0,7.0,,1.0,Safe
14097,Gryffindor,5.0,12.0,,,5.0,No,3.0,Safe
14098,Hufflepuff,8.0,11.0,False,5.0,5.0,No,1.0,Safe
14099,Ravenclaw,,5.0,False,5.0,6.0,No,2.0,Safe
14100,Slytherin,7.0,12.0,False,,3.0,,1.0,Safe
14101,Ravenclaw,7.0,,,8.0,3.0,No,2.0,Safe
14102,Gryffindor,8.0,4.0,False,3.0,4.0,No,3.0,Safe
14103,Gryffindor,4.0,14.0,False,6.0,7.0,No,,Safe
14104,Slytherin,,8.0,,9.0,5.0,No,2.0,Safe
14105,Slytherin,4.0,9.0,False,,6.0,No,0.0,Safe
14106,Gryffindor,8.0,15.0,False,,,No,1.0,Safe
14107,Hufflepuff,3.0,4.0,False,9.0,5.0,No,0.0,Safe
14108,Slytherin,,3.0,,,0.0,Yes,,Vulnerable
14109,Slytherin,5.0,8.0,False,9.0,3.0,No,3.0,Safe
14110,Ravenclaw,,,True,1.0,2.0,Yes,6.0,Vulnerable
14111,Hufflepuff,2.0,1.0,True,0.0,,Yes,10.0,Vulnerable
14112,Gryffindor,6.0,,False,,6.0,No,2.0,Vulnerable
14113,Slytherin,7.0,9.0,,10.0,,No,4.0,Safe
14114,Slytherin,,8.0,False,7.0,,No,,Vulnerable
14115,Ravenclaw,7.0,7.0,False,3.0,2.0,No,0.0,Safe
14116,Slytherin,6.0,6.0,False,8.0,5.0,,0.0,Safe
14117,Slytherin,8.0,10.0,,6.0,,No,3.0,Safe
14118,Slytherin,9.0,14.0,,3.0,5.0,No,2.0,Safe
14119,Slytherin,4.0,9.0,False,8.0,,No,2.0,Safe
14120,Slytherin,4.0,10.0,False,,4.0,,3.0,Vulnerable
14121,Slytherin,3.0,14.0,False,9.0,6.0,No,,Vulnerable
14122,Hufflepuff,7.0,14.0,False,7.0,3.0,No,3.0,Safe
